"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000007548" "MATCH" "1" "HBN1" "S. cerevisiae" "Homologous to Bacterial Nitroreductases" "582" "YCL026C-B" "S000007548" "ORF"
"S000006214" "MATCH" "1" "RPA135" "S. cerevisiae" "RNA Polymerase A" "3612" "YPR010C" "S000006214" "ORF"
"S000006215" "MATCH" "1" "" "S. cerevisiae" "" "981" "YPR011C" "S000006215" "ORF"
"S000006212" "MATCH" "1" "HAA1" "S. cerevisiae" "Homolog of Ace1 Activator" "2085" "YPR008W" "S000006212" "ORF"
"S000006213" "MATCH" "1" "SUT2" "S. cerevisiae" "Sterol UpTake" "807" "YPR009W" "S000006213" "ORF"
"S000006210" "MATCH" "1" "ICL2" "S. cerevisiae" "IsoCitrate Lyase" "1728" "YPR006C" "S000006210" "ORF"
"S000003187" "MATCH" "1" "MDM34" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "1380" "YGL219C" "S000003187" "ORF"
"S000006211" "MATCH" "1" "REC8" "S. cerevisiae" "RECombination" "2043" "YPR007C" "S000006211" "ORF"
"S000003188" "MATCH" "1" "BOL2" "S. cerevisiae" "BolA-like protein" "363" "YGL220W" "S000003188" "ORF"
"S000003181" "MATCH" "1" "SKI8" "S. cerevisiae" "SuperKIller" "1194" "YGL213C" "S000003181" "ORF"
"S000003183" "MATCH" "1" "CLG1" "S. cerevisiae" "Cyclin-Like Gene" "1359" "YGL215W" "S000003183" "ORF"
"S000003184" "MATCH" "1" "KIP3" "S. cerevisiae" "KInesin related Protein" "2418" "YGL216W" "S000003184" "ORF"
"S000003180" "MATCH" "1" "VAM7" "S. cerevisiae" "VAcuolar Morphogenesis" "951" "YGL212W" "S000003180" "ORF"
"S000000938" "MATCH" "1" "GDI1" "S. cerevisiae" "GDP Dissociation Inhibitor" "1356" "YER136W" "S000000938" "ORF"
"S000000936" "MATCH" "1" "" "S. cerevisiae" "" "537" "YER134C" "S000000936" "ORF"
"S000000935" "MATCH" "1" "GLC7" "S. cerevisiae" "GLyCogen" "1464" "YER133W" "S000000935" "ORF"
"S000000939" "MATCH" "1" "" "S. cerevisiae" "" "447" "YER137C" "S000000939" "ORF"
"S000000930" "MATCH" "1" "VFA1" "S. cerevisiae" "Vps Four-Associated" "612" "YER128W" "S000000930" "ORF"
"S000000934" "MATCH" "1" "PMD1" "S. cerevisiae" "Paralog of MDS3" "5262" "YER132C" "S000000934" "ORF"
"S000000933" "MATCH" "1" "RPS26B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "360" "YER131W" "S000000933" "ORF"
"S000000932" "MATCH" "1" "COM2" "S. cerevisiae" "Cousin of Msn2" "1332" "YER130C" "S000000932" "ORF"
"S000000931" "MATCH" "1" "SAK1" "S. cerevisiae" "Snf1 Activating Kinase" "3429" "YER129W" "S000000931" "ORF"
"S000006249" "MATCH" "1" "THP3" "S. cerevisiae" "THO-related Protein" "1413" "YPR045C" "S000006249" "ORF"
"S000006247" "MATCH" "1" "RPL43A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "682" "YPR043W" "S000006247" "ORF"
"S000006245" "MATCH" "1" "TIF5" "S. cerevisiae" "Translation Initiation Factor" "1218" "YPR041W" "S000006245" "ORF"
"S000006246" "MATCH" "1" "PUF2" "S. cerevisiae" "PUmilio-homology domain Family" "3228" "YPR042C" "S000006246" "ORF"
"S000006244" "MATCH" "1" "TIP41" "S. cerevisiae" "Tap42 Interacting Protein" "1071" "YPR040W" "S000006244" "ORF"
"S000006241" "MATCH" "1" "ERV2" "S. cerevisiae" "Essential for Respiration and Viability" "591" "YPR037C" "S000006241" "ORF"
"S000006240" "MATCH" "1" "VMA13" "S. cerevisiae" "Vacuolar Membrane Atpase" "1437" "YPR036W" "S000006240" "ORF"
"S000000927" "MATCH" "1" "RSP5" "S. cerevisiae" "Reverses Spt- Phenotype" "2430" "YER125W" "S000000927" "ORF"
"S000000926" "MATCH" "1" "DSE1" "S. cerevisiae" "Daughter Specific Expression" "1722" "YER124C" "S000000926" "ORF"
"S000000925" "MATCH" "1" "YCK3" "S. cerevisiae" "Yeast Casein Kinase" "1575" "YER123W" "S000000925" "ORF"
"S000000924" "MATCH" "1" "GLO3" "S. cerevisiae" "GLyOxalase" "1482" "YER122C" "S000000924" "ORF"
"S000000929" "MATCH" "1" "LCP5" "S. cerevisiae" "Lethal with Conditional Pap1" "1074" "YER127W" "S000000929" "ORF"
"S000000928" "MATCH" "1" "NSA2" "S. cerevisiae" "Nop Seven Associated" "786" "YER126C" "S000000928" "ORF"
"S000000923" "MATCH" "1" "" "S. cerevisiae" "" "345" "YER121W" "S000000923" "ORF"
"S000000922" "MATCH" "1" "SCS2" "S. cerevisiae" "Suppressor of Choline Sensitivity" "735" "YER120W" "S000000922" "ORF"
"S000006229" "MATCH" "1" "CCL1" "S. cerevisiae" "" "1182" "YPR025C" "S000006229" "ORF"
"S000000921" "MATCH" "1" "AVT6" "S. cerevisiae" "Amino acid Vacuolar Transport" "1347" "YER119C" "S000000921" "ORF"
"S000000920" "MATCH" "1" "SHO1" "S. cerevisiae" "Synthetic, High Osmolarity-sensitive" "1104" "YER118C" "S000000920" "ORF"
"S000006238" "MATCH" "1" "ARP7" "S. cerevisiae" "Actin-Related Protein" "1434" "YPR034W" "S000006238" "ORF"
"S000006239" "MATCH" "1" "GLN1" "S. cerevisiae" "GLutamiNe metabolism" "1113" "YPR035W" "S000006239" "ORF"
"S000006236" "MATCH" "1" "SRO7" "S. cerevisiae" "Suppressor of rho3" "3102" "YPR032W" "S000006236" "ORF"
"S000006237" "MATCH" "1" "HTS1" "S. cerevisiae" "Histidine-Trna Synthetase" "1641" "YPR033C" "S000006237" "ORF"
"S000006234" "MATCH" "1" "CSR2" "S. cerevisiae" "Chs5 Spa2 Rescue" "3366" "YPR030W" "S000006234" "ORF"
"S000006235" "MATCH" "1" "NTO1" "S. cerevisiae" "NuA Three Orf" "2247" "YPR031W" "S000006235" "ORF"
"S000006232" "MATCH" "1" "YOP1" "S. cerevisiae" "YIP One Partner" "676" "YPR028W" "S000006232" "ORF"
"S000006233" "MATCH" "1" "APL4" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2499" "YPR029C" "S000006233" "ORF"
"S000006230" "MATCH" "1" "ATH1" "S. cerevisiae" "Acid TreHalase" "3636" "YPR026W" "S000006230" "ORF"
"S000006231" "MATCH" "1" "" "S. cerevisiae" "" "834" "YPR027C" "S000006231" "ORF"
"S000002618" "MATCH" "1" "" "S. cerevisiae" "" "228" "YDR210W" "S000002618" "ORF"
"S000003949" "MATCH" "1" "HSP104" "S. cerevisiae" "Heat Shock Protein" "2727" "YLL026W" "S000003949" "ORF"
"S000002619" "MATCH" "1" "GCD6" "S. cerevisiae" "General Control Derepressed" "2139" "YDR211W" "S000002619" "ORF"
"S000003946" "MATCH" "1" "POM33" "S. cerevisiae" "POre Membrane, 33 kDa" "840" "YLL023C" "S000003946" "ORF"
"S000002614" "MATCH" "1" "EBS1" "S. cerevisiae" "Est1-like Bcy1 Suppressor" "2655" "YDR206W" "S000002614" "ORF"
"S000003945" "MATCH" "1" "HIF1" "S. cerevisiae" "Hat1 Interacting Factor" "1158" "YLL022C" "S000003945" "ORF"
"S000002615" "MATCH" "1" "UME6" "S. cerevisiae" "Unscheduled Meiotic gene Expression" "2511" "YDR207C" "S000002615" "ORF"
"S000003948" "MATCH" "1" "PAU17" "S. cerevisiae" "seriPAUperin" "375" "YLL025W" "S000003948" "ORF"
"S000002616" "MATCH" "1" "MSS4" "S. cerevisiae" "Multicopy Suppressor of Stt4 mutation" "2340" "YDR208W" "S000002616" "ORF"
"S000003947" "MATCH" "1" "SSA2" "S. cerevisiae" "Stress-Seventy subfamily A" "1920" "YLL024C" "S000003947" "ORF"
"S000003942" "MATCH" "1" "KNS1" "S. cerevisiae" "Kinase Next to SPA2" "2214" "YLL019C" "S000003942" "ORF"
"S000002610" "MATCH" "1" "RAV2" "S. cerevisiae" "Regulator of (H+)-ATPase in Vacuolar membrane" "1056" "YDR202C" "S000002610" "ORF"
"S000003941" "MATCH" "1" "DPS1" "S. cerevisiae" "" "1674" "YLL018C" "S000003941" "ORF"
"S000003944" "MATCH" "1" "SPA2" "S. cerevisiae" "Spindle Pole Antigen" "4401" "YLL021W" "S000003944" "ORF"
"S000002612" "MATCH" "1" "COQ4" "S. cerevisiae" "COenzyme Q" "1008" "YDR204W" "S000002612" "ORF"
"S000002613" "MATCH" "1" "MSC2" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "2175" "YDR205W" "S000002613" "ORF"
"S000003951" "MATCH" "1" "TPO1" "S. cerevisiae" "Transporter of POlyamines" "1761" "YLL028W" "S000003951" "ORF"
"S000003950" "MATCH" "1" "ISA1" "S. cerevisiae" "Iron Sulfur Assembly" "753" "YLL027W" "S000003950" "ORF"
"S000002620" "MATCH" "1" "TCP1" "S. cerevisiae" "Tailless Complex Polypeptide" "1680" "YDR212W" "S000002620" "ORF"
"S000003938" "MATCH" "1" "BPT1" "S. cerevisiae" "Bile Pigment Transporter" "4680" "YLL015W" "S000003938" "ORF"
"S000002608" "MATCH" "1" "VPS64" "S. cerevisiae" "Vacuolar Protein Sorting" "1815" "YDR200C" "S000002608" "ORF"
"S000002609" "MATCH" "1" "SPC19" "S. cerevisiae" "Spindle Pole Component" "498" "YDR201W" "S000002609" "ORF"
"S000003935" "MATCH" "1" "YEH1" "S. cerevisiae" "Yeast steryl Ester Hydrolase" "1722" "YLL012W" "S000003935" "ORF"
"S000002603" "MATCH" "1" "REF2" "S. cerevisiae" "RNA End Formation" "1602" "YDR195W" "S000002603" "ORF"
"S000003934" "MATCH" "1" "SOF1" "S. cerevisiae" "Suppressor Of Fibrillarin" "1470" "YLL011W" "S000003934" "ORF"
"S000002604" "MATCH" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"S000003937" "MATCH" "1" "EMC6" "S. cerevisiae" "ER Membrane protein Complex" "327" "YLL014W" "S000003937" "ORF"
"S000002605" "MATCH" "1" "CBS2" "S. cerevisiae" "Cytochrome B Synthesis" "1170" "YDR197W" "S000002605" "ORF"
"S000003936" "MATCH" "1" "PUF3" "S. cerevisiae" "PUmilio-homology domain Family" "2640" "YLL013C" "S000003936" "ORF"
"S000002606" "MATCH" "1" "RKM2" "S. cerevisiae" "Ribosomal protein lysine (K) Methyltransferase" "1440" "YDR198C" "S000002606" "ORF"
"S000003931" "MATCH" "1" "DRS1" "S. cerevisiae" "Deficiency of Ribosomal Subunits" "2259" "YLL008W" "S000003931" "ORF"
"S000003930" "MATCH" "1" "LMO1" "S. cerevisiae" "eLMO homolog" "1998" "YLL007C" "S000003930" "ORF"
"S000002600" "MATCH" "1" "NUP42" "S. cerevisiae" "NUclear Pore" "1293" "YDR192C" "S000002600" "ORF"
"S000003933" "MATCH" "1" "PSR1" "S. cerevisiae" "Plasma membrane Sodium Response" "1284" "YLL010C" "S000003933" "ORF"
"S000003932" "MATCH" "1" "COX17" "S. cerevisiae" "Cytochrome c OXidase" "210" "YLL009C" "S000003932" "ORF"
"S000002602" "MATCH" "1" "MSS116" "S. cerevisiae" "Mitochondrial Splicing System" "1995" "YDR194C" "S000002602" "ORF"
"S000001309" "MATCH" "1" "SYG1" "S. cerevisiae" "Suppressor of Yeast Gpa1" "2709" "YIL047C" "S000001309" "ORF"
"S000003968" "MATCH" "1" "RPL8B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "771" "YLL045C" "S000003968" "ORF"
"S000002636" "MATCH" "1" "PCF11" "S. cerevisiae" "Protein 1 of Cleavage and polyadenylation Factor I" "1881" "YDR228C" "S000002636" "ORF"
"S000001305" "MATCH" "1" "CBR1" "S. cerevisiae" "Cytochrome b Reductase" "855" "YIL043C" "S000001305" "ORF"
"S000002637" "MATCH" "1" "IVY1" "S. cerevisiae" "Interacting with Vps33p and Ypt7p" "1362" "YDR229W" "S000002637" "ORF"
"S000001306" "MATCH" "1" "AGE2" "S. cerevisiae" "ArfGAP Effector" "897" "YIL044C" "S000001306" "ORF"
"S000001307" "MATCH" "1" "PIG2" "S. cerevisiae" "Protein Interacting with Gsy2p" "1617" "YIL045W" "S000001307" "ORF"
"S000003969" "MATCH" "1" "RNP1" "S. cerevisiae" "RiboNucleoProtein" "750" "YLL046C" "S000003969" "ORF"
"S000002639" "MATCH" "1" "COX20" "S. cerevisiae" "Cytochrome c OXidase" "618" "YDR231C" "S000002639" "ORF"
"S000001308" "MATCH" "1" "MET30" "S. cerevisiae" "METhionine requiring" "1923" "YIL046W" "S000001308" "ORF"
"S000003964" "MATCH" "1" "SDH2" "S. cerevisiae" "Succinate DeHydrogenase" "801" "YLL041C" "S000003964" "ORF"
"S000002632" "MATCH" "1" "HTB1" "S. cerevisiae" "Histone h Two B" "396" "YDR224C" "S000002632" "ORF"
"S000001301" "MATCH" "1" "TED1" "S. cerevisiae" "Trafficking of Emp24p/Erv25p-dependent cargo Disrupted" "1422" "YIL039W" "S000001301" "ORF"
"S000003963" "MATCH" "1" "VPS13" "S. cerevisiae" "Vacuolar Protein Sorting" "9435" "YLL040C" "S000003963" "ORF"
"S000002633" "MATCH" "1" "HTA1" "S. cerevisiae" "Histone h Two A" "399" "YDR225W" "S000002633" "ORF"
"S000001302" "MATCH" "1" "APQ12" "S. cerevisiae" "APical growth revealed by Quantitative morphological analysis" "417" "YIL040W" "S000001302" "ORF"
"S000003966" "MATCH" "1" "FPS1" "S. cerevisiae" "fdp1 Suppressor" "2010" "YLL043W" "S000003966" "ORF"
"S000002634" "MATCH" "1" "ADK1" "S. cerevisiae" "ADenylate Kinase" "669" "YDR226W" "S000002634" "ORF"
"S000001303" "MATCH" "1" "GVP36" "S. cerevisiae" "Golgi Vesicle Protein" "981" "YIL041W" "S000001303" "ORF"
"S000003965" "MATCH" "1" "ATG10" "S. cerevisiae" "AuTophaGy related" "504" "YLL042C" "S000003965" "ORF"
"S000002635" "MATCH" "1" "SIR4" "S. cerevisiae" "Silent Information Regulator" "4077" "YDR227W" "S000002635" "ORF"
"S000001304" "MATCH" "1" "PKP1" "S. cerevisiae" "Protein Kinase of PDH" "1185" "YIL042C" "S000001304" "ORF"
"S000003971" "MATCH" "1" "YBT1" "S. cerevisiae" "Yeast Bile Transporter" "4986" "YLL048C" "S000003971" "ORF"
"S000002640" "MATCH" "1" "HEM1" "S. cerevisiae" "HEMe biosynthesis" "1647" "YDR232W" "S000002640" "ORF"
"S000003973" "MATCH" "1" "COF1" "S. cerevisiae" "COFilin" "611" "YLL050C" "S000003973" "ORF"
"S000002641" "MATCH" "1" "RTN1" "S. cerevisiae" "ReTiculoN-like" "888" "YDR233C" "S000002641" "ORF"
"S000001310" "MATCH" "1" "NEO1" "S. cerevisiae" "NEOmycin-resistance" "3456" "YIL048W" "S000001310" "ORF"
"S000003972" "MATCH" "1" "LDB18" "S. cerevisiae" "Low Dye Binding" "540" "YLL049W" "S000003972" "ORF"
"S000002642" "MATCH" "1" "LYS4" "S. cerevisiae" "LYSine requiring" "2082" "YDR234W" "S000002642" "ORF"
"S000001311" "MATCH" "1" "DFG10" "S. cerevisiae" "Defective for Filamentous Growth" "762" "YIL049W" "S000001311" "ORF"
"S000002629" "MATCH" "1" "GTB1" "S. cerevisiae" "Glucosidase Two Beta-subunit" "2109" "YDR221W" "S000002629" "ORF"
"S000003957" "MATCH" "1" "RIX7" "S. cerevisiae" "RIbosome eXport" "2514" "YLL034C" "S000003957" "ORF"
"S000002625" "MATCH" "1" "RAD9" "S. cerevisiae" "RADiation sensitive" "3930" "YDR217C" "S000002625" "ORF"
"S000003956" "MATCH" "1" "IRC19" "S. cerevisiae" "Increased Recombination Centers" "693" "YLL033W" "S000003956" "ORF"
"S000002626" "MATCH" "1" "SPR28" "S. cerevisiae" "SPorulation Regulated" "1272" "YDR218C" "S000002626" "ORF"
"S000003959" "MATCH" "1" "PRP19" "S. cerevisiae" "Pre-RNA Processing" "1512" "YLL036C" "S000003959" "ORF"
"S000002627" "MATCH" "1" "MFB1" "S. cerevisiae" "Mitochondria-associated F-Box protein" "1398" "YDR219C" "S000002627" "ORF"
"S000003958" "MATCH" "1" "GRC3" "S. cerevisiae" "" "1899" "YLL035W" "S000003958" "ORF"
"S000002621" "MATCH" "1" "UPC2" "S. cerevisiae" "UPtake Control" "2742" "YDR213W" "S000002621" "ORF"
"S000003952" "MATCH" "1" "FRA1" "S. cerevisiae" "Fe Repressor of Activation" "2250" "YLL029W" "S000003952" "ORF"
"S000002622" "MATCH" "1" "AHA1" "S. cerevisiae" "Activator of Heat shock protein 90 ATPase" "1053" "YDR214W" "S000002622" "ORF"
"S000003955" "MATCH" "1" "" "S. cerevisiae" "" "2478" "YLL032C" "S000003955" "ORF"
"S000003954" "MATCH" "1" "GPI13" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "3054" "YLL031C" "S000003954" "ORF"
"S000002624" "MATCH" "1" "ADR1" "S. cerevisiae" "Alcohol Dehydrogenase II synthesis Regulator" "3972" "YDR216W" "S000002624" "ORF"
"S000003962" "MATCH" "1" "UBI4" "S. cerevisiae" "Ubiquitin" "1146" "YLL039C" "S000003962" "ORF"
"S000002630" "MATCH" "1" "" "S. cerevisiae" "" "1248" "YDR222W" "S000002630" "ORF"
"S000003961" "MATCH" "1" "ENT4" "S. cerevisiae" "Epsin N-Terminal homology" "744" "YLL038C" "S000003961" "ORF"
"S000002631" "MATCH" "1" "CRF1" "S. cerevisiae" "Co-Repressor with FHL1" "1404" "YDR223W" "S000002631" "ORF"
"S000001300" "MATCH" "1" "NOT3" "S. cerevisiae" "Negative On TATA" "2511" "YIL038C" "S000001300" "ORF"
"S000003909" "MATCH" "1" "BAT2" "S. cerevisiae" "Branched-chain Amino acid Transaminase" "1131" "YJR148W" "S000003909" "ORF"
"S000003906" "MATCH" "1" "RPS4A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1042" "YJR145C" "S000003906" "ORF"
"S000003905" "MATCH" "1" "MGM101" "S. cerevisiae" "Mitochondrial Genome Maintenance" "810" "YJR144W" "S000003905" "ORF"
"S000003908" "MATCH" "1" "HMS2" "S. cerevisiae" "High-copy Mep Suppressor" "1077" "YJR147W" "S000003908" "ORF"
"S000003907" "MATCH" "1" "" "S. cerevisiae" "" "354" "YJR146W" "S000003907" "ORF"
"S000003902" "MATCH" "1" "IPA1" "S. cerevisiae" "Important for cleavage and PolyAdenylation" "1044" "YJR141W" "S000003902" "ORF"
"S000000875" "MATCH" "1" "ALD5" "S. cerevisiae" "ALdehyde Dehydrogenase" "1563" "YER073W" "S000000875" "ORF"
"S000003901" "MATCH" "1" "HIR3" "S. cerevisiae" "HIstone Regulation" "4947" "YJR140C" "S000003901" "ORF"
"S000000874" "MATCH" "1" "VTC1" "S. cerevisiae" "Vacuolar Transporter Chaperone" "390" "YER072W" "S000000874" "ORF"
"S000003904" "MATCH" "1" "PMT4" "S. cerevisiae" "Protein O-MannosylTransferase" "2289" "YJR143C" "S000003904" "ORF"
"S000000873" "MATCH" "1" "TDA2" "S. cerevisiae" "Topoisomerase I Damage Affected" "381" "YER071C" "S000000873" "ORF"
"S000003903" "MATCH" "1" "" "S. cerevisiae" "" "1029" "YJR142W" "S000003903" "ORF"
"S000000872" "MATCH" "1" "RNR1" "S. cerevisiae" "RiboNucleotide Reductase" "2667" "YER070W" "S000000872" "ORF"
"S000000879" "MATCH" "1" "MRX1" "S. cerevisiae" "Mitochondrial oRganization of gene eXpression (MIOREX)" "2067" "YER077C" "S000000879" "ORF"
"S000000878" "MATCH" "1" "" "S. cerevisiae" "" "909" "YER076C" "S000000878" "ORF"
"S000003900" "MATCH" "1" "HOM6" "S. cerevisiae" "HOMoserine requiring" "1080" "YJR139C" "S000003900" "ORF"
"S000000877" "MATCH" "1" "PTP3" "S. cerevisiae" "Protein Tyrosine Phosphatase" "2787" "YER075C" "S000000877" "ORF"
"S000000876" "MATCH" "1" "RPS24A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "874" "YER074W" "S000000876" "ORF"
"S000000882" "MATCH" "1" "AIM9" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "1884" "YER080W" "S000000882" "ORF"
"S000000881" "MATCH" "1" "" "S. cerevisiae" "" "633" "YER079W" "S000000881" "ORF"
"S000006188" "MATCH" "1" "ACM1" "S. cerevisiae" "APC/C[Cdh1] Modulator" "630" "YPL267W" "S000006188" "ORF"
"S000000880" "MATCH" "1" "ICP55" "S. cerevisiae" "Intermediate Cleaving Peptidase" "1536" "YER078C" "S000000880" "ORF"
"S000006189" "MATCH" "1" "PLC1" "S. cerevisiae" "PhosphoLipase C" "2610" "YPL268W" "S000006189" "ORF"
"S000006186" "MATCH" "1" "DIP5" "S. cerevisiae" "DIcarboxylic amino acid Permease" "1827" "YPL265W" "S000006186" "ORF"
"S000006187" "MATCH" "1" "DIM1" "S. cerevisiae" "DIMethylase" "957" "YPL266W" "S000006187" "ORF"
"S000006184" "MATCH" "1" "KEL3" "S. cerevisiae" "KELch" "1956" "YPL263C" "S000006184" "ORF"
"S000006185" "MATCH" "1" "" "S. cerevisiae" "" "1062" "YPL264C" "S000006185" "ORF"
"S000006183" "MATCH" "1" "FUM1" "S. cerevisiae" "FUMarase" "1467" "YPL262W" "S000006183" "ORF"
"S000006180" "MATCH" "1" "APM1" "S. cerevisiae" "clathrin Adaptor Protein complex Medium chain" "1428" "YPL259C" "S000006180" "ORF"
"S000006181" "MATCH" "1" "CUB1" "S. cerevisiae" "Cu2+ suppressing and Bleomycin sensitive" "1656" "YPL260W" "S000006181" "ORF"
"S000000869" "MATCH" "1" "RGI1" "S. cerevisiae" "Respiratory Growth Induced" "486" "YER067W" "S000000869" "ORF"
"S000000864" "MATCH" "1" "GPP2" "S. cerevisiae" "Glycerol-3-Phosphate Phosphatase" "753" "YER062C" "S000000864" "ORF"
"S000000863" "MATCH" "1" "CEM1" "S. cerevisiae" "Condensing Enzyme with Mitochondrial function" "1329" "YER061C" "S000000863" "ORF"
"S000000862" "MATCH" "1" "FCY21" "S. cerevisiae" "FluoroCYtosine resistance" "1587" "YER060W" "S000000862" "ORF"
"S000000861" "MATCH" "1" "PCL6" "S. cerevisiae" "Pho85 CycLin" "1263" "YER059W" "S000000861" "ORF"
"S000000868" "MATCH" "1" "RRT13" "S. cerevisiae" "Regulator of rDNA Transcription" "558" "YER066W" "S000000868" "ORF"
"S000000867" "MATCH" "1" "ICL1" "S. cerevisiae" "IsoCitrate Lyase" "1674" "YER065C" "S000000867" "ORF"
"S000000866" "MATCH" "1" "VHR2" "S. cerevisiae" "VHt1 Regulator" "1518" "YER064C" "S000000866" "ORF"
"S000000865" "MATCH" "1" "THO1" "S. cerevisiae" "suppressor of the Transcriptional defect of Hpr1 by Overexpression" "657" "YER063W" "S000000865" "ORF"
"S000006179" "MATCH" "1" "THI21" "S. cerevisiae" "THIamine metabolism" "1656" "YPL258C" "S000006179" "ORF"
"S000000871" "MATCH" "1" "ARG5,6" "S. cerevisiae" "ARGinine requiring" "2592" "YER069W" "S000000871" "ORF"
"S000000870" "MATCH" "1" "MOT2" "S. cerevisiae" "Modulator Of Transcription" "1764" "YER068W" "S000000870" "ORF"
"S000006177" "MATCH" "1" "CLN2" "S. cerevisiae" "CycLiN" "1638" "YPL256C" "S000006177" "ORF"
"S000006178" "MATCH" "1" "" "S. cerevisiae" "" "582" "YPL257W" "S000006178" "ORF"
"S000006175" "MATCH" "1" "HFI1" "S. cerevisiae" "Histone H2A Functional Interactor" "1467" "YPL254W" "S000006175" "ORF"
"S000006176" "MATCH" "1" "BBP1" "S. cerevisiae" "Bfr1 Binding Protein" "1158" "YPL255W" "S000006176" "ORF"
"S000006173" "MATCH" "1" "YAH1" "S. cerevisiae" "Yeast Adrenodoxin Homolog" "519" "YPL252C" "S000006173" "ORF"
"S000006174" "MATCH" "1" "VIK1" "S. cerevisiae" "Vegetative Interaction with Kar3p" "1944" "YPL253C" "S000006174" "ORF"
"S000006171" "MATCH" "1" "ATG41" "S. cerevisiae" "AuTophaGy related" "411" "YPL250C" "S000006171" "ORF"
"S000006170" "MATCH" "1" "GYP5" "S. cerevisiae" "Gtpase-activating protein for Ypt Proteins" "2685" "YPL249C" "S000006170" "ORF"
"S000003928" "MATCH" "1" "SPO75" "S. cerevisiae" "SPOrulation" "2607" "YLL005C" "S000003928" "ORF"
"S000003927" "MATCH" "1" "ORC3" "S. cerevisiae" "Origin Recognition Complex" "1851" "YLL004W" "S000003927" "ORF"
"S000003929" "MATCH" "1" "MMM1" "S. cerevisiae" "Maintenance of Mitochondrial Morphology" "1281" "YLL006W" "S000003929" "ORF"
"S000003924" "MATCH" "1" "DNM1" "S. cerevisiae" "DyNaMin-related" "2274" "YLL001W" "S000003924" "ORF"
"S000000897" "MATCH" "1" "RAD51" "S. cerevisiae" "RADiation sensitive" "1203" "YER095W" "S000000897" "ORF"
"S000000896" "MATCH" "1" "PUP3" "S. cerevisiae" "PUtative Proteasome subunit" "618" "YER094C" "S000000896" "ORF"
"S000003926" "MATCH" "1" "SFI1" "S. cerevisiae" "Suppressor of Fermentation Induced loss of stress resistance" "2841" "YLL003W" "S000003926" "ORF"
"S000000895" "MATCH" "1" "TSC11" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "4293" "YER093C" "S000000895" "ORF"
"S000003925" "MATCH" "1" "RTT109" "S. cerevisiae" "Regulator of Ty1 Transposition" "1311" "YLL002W" "S000003925" "ORF"
"S000000894" "MATCH" "1" "IES5" "S. cerevisiae" "Ino Eighty Subunit" "378" "YER092W" "S000000894" "ORF"
"S000003920" "MATCH" "1" "SOR1" "S. cerevisiae" "" "1074" "YJR159W" "S000003920" "ORF"
"S000003922" "MATCH" "1" "COS5" "S. cerevisiae" "COnserved Sequence" "1152" "YJR161C" "S000003922" "ORF"
"S000003921" "MATCH" "1" "MPH3" "S. cerevisiae" "Maltose Permease Homolog" "1809" "YJR160C" "S000003921" "ORF"
"S000000898" "MATCH" "1" "SHC1" "S. cerevisiae" "Sporulation-specific Homolog of CSD4" "1539" "YER096W" "S000000898" "ORF"
"S000006190" "MATCH" "1" "KAR9" "S. cerevisiae" "KARyogamy" "1935" "YPL269W" "S000006190" "ORF"
"S000003917" "MATCH" "1" "THI11" "S. cerevisiae" "THIamine metabolism" "1023" "YJR156C" "S000003917" "ORF"
"S000003916" "MATCH" "1" "AAD10" "S. cerevisiae" "Aryl-Alcohol Dehydrogenase" "867" "YJR155W" "S000003916" "ORF"
"S000003919" "MATCH" "1" "HXT16" "S. cerevisiae" "HeXose Transporter" "1704" "YJR158W" "S000003919" "ORF"
"S000003913" "MATCH" "1" "DAL5" "S. cerevisiae" "Degradation of Allantoin" "1632" "YJR152W" "S000003913" "ORF"
"S000000886" "MATCH" "1" "" "S. cerevisiae" "" "387" "YER084W" "S000000886" "ORF"
"S000003912" "MATCH" "1" "DAN4" "S. cerevisiae" "Delayed ANaerobic" "3486" "YJR151C" "S000003912" "ORF"
"S000000885" "MATCH" "1" "GET2" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "858" "YER083C" "S000000885" "ORF"
"S000003915" "MATCH" "1" "" "S. cerevisiae" "" "1041" "YJR154W" "S000003915" "ORF"
"S000000884" "MATCH" "1" "UTP7" "S. cerevisiae" "U Three Protein" "1665" "YER082C" "S000000884" "ORF"
"S000003914" "MATCH" "1" "PGU1" "S. cerevisiae" "PolyGalactUronase" "1086" "YJR153W" "S000003914" "ORF"
"S000000883" "MATCH" "1" "SER3" "S. cerevisiae" "SERine requiring" "1410" "YER081W" "S000000883" "ORF"
